CustomerKey,GeographyKey,CustomerAlternateKey,fullname,gender,EmailAddress,EnglishOccupation,DateFirstPurchase,City,EnglishCountryRegionName
16409,164,AW00016409,Ebony J. Moreno,Female,ebony29@adventure-works.com,Skilled Manual,2012-05-20,Berlin,Germany
16410,272,AW00016410,Joy   Navarro,Female,joy11@adventure-works.com,Manual,2012-02-20,Warrington,United Kingdom
16411,172,AW00016411,Stanley   Sanchez,Male,stanley22@adventure-works.com,Manual,2012-06-10,Offenbach,Germany
16412,185,AW00016412,Leah   Liang,Female,leah13@adventure-works.com,Manual,2012-10-14,Croix,France
16413,155,AW00016413,Julia W. Gonzalez,Female,julia14@adventure-works.com,Manual,2013-03-05,Bottrop,Germany
16414,127,AW00016414,Kelly R. Flores,Female,kelly17@adventure-works.com,Manual,2012-06-12,Darmstadt,Germany
16415,224,AW00016415,Andre R. Patel,Male,andre3@adventure-works.com,Manual,2012-11-14,Tremblay-en-France,France
16416,190,AW00016416,Brian A. Rivera,Male,brian28@adventure-works.com,Manual,2012-11-08,Villeneuve-d'Ascq,France
16417,234,AW00016417,Noah   Bryant,Male,noah15@adventure-works.com,Manual,2012-02-19,Bury,United Kingdom
16418,202,AW00016418,Katrina W. Rai,Female,katrina16@adventure-works.com,Manual,2013-02-13,Paris,France
16419,118,AW00016419,Lacey L. Simpson,Female,lacey38@adventure-works.com,Manual,2013-10-29,Frankfurt,Germany
16420,266,AW00016420,Eddie L. Alonso,Male,eddie8@adventure-works.com,Manual,2012-02-18,Reading,United Kingdom
16421,219,AW00016421,Natasha G. Diaz,Female,natasha3@adventure-works.com,Manual,2013-10-30,Suresnes,France
16422,174,AW00016422,Kurt S. Xu,Male,kurt4@adventure-works.com,Manual,2012-06-10,Saarbrücken,Germany
16423,211,AW00016423,Sergio   Madan,Male,sergio8@adventure-works.com,Manual,2013-10-01,Les Ulis,France
16424,200,AW00016424,Brandi   Diaz,Female,brandi3@adventure-works.com,Professional,2012-10-29,Paris,France
16425,206,AW00016425,Lisa S. Lu,Female,lisa15@adventure-works.com,Professional,2012-11-13,Roissy en Brie,France
16426,210,AW00016426,Jorge R. Ye,Male,jorge11@adventure-works.com,Professional,2012-11-26,Saint Ouen,France
16427,273,AW00016427,Kendra C. Alonso,Female,kendra8@adventure-works.com,Skilled Manual,2012-03-05,Watford,United Kingdom
16428,234,AW00016428,Ryan   Ross,Male,ryan6@adventure-works.com,Manual,2012-03-19,Bury,United Kingdom
16429,175,AW00016429,Jaclyn   Luo,Female,jaclyn29@adventure-works.com,Clerical,2012-06-27,Saarlouis,Germany
16430,196,AW00016430,Franklin M. Rai,Male,franklin34@adventure-works.com,Clerical,2012-11-19,Paris,France
16431,199,AW00016431,Jermaine   Rodriguez,Male,jermaine18@adventure-works.com,Clerical,2012-11-01,Paris,France
16432,207,AW00016432,John M. Garcia,Male,john35@adventure-works.com,Clerical,2012-11-12,Chatou,France
16433,202,AW00016433,Mathew G. Dominguez,Male,mathew8@adventure-works.com,Clerical,2012-11-05,Paris,France
16434,171,AW00016434,Taylor A. Bailey,Female,taylor9@adventure-works.com,Skilled Manual,2013-06-02,Neunkirchen,Germany
16435,261,AW00016435,Steven   Cooper,Male,steven18@adventure-works.com,Skilled Manual,2013-12-17,Newcastle upon Tyne,United Kingdom
16436,189,AW00016436,Ethan   Henderson,Male,ethan1@adventure-works.com,Clerical,2012-12-05,Roubaix,France
16437,244,AW00016437,Jésus E. Gutierrez,Male,jésus10@adventure-works.com,Manual,2013-03-20,London,United Kingdom
16438,193,AW00016438,Kaitlin   Arthur,Female,kaitlin6@adventure-works.com,Manual,2013-04-26,Paris,France
16439,193,AW00016439,Dawn L. Deng,Female,dawn25@adventure-works.com,Manual,2013-08-29,Paris,France
16440,202,AW00016440,Jimmy   Martin,Male,jimmy2@adventure-works.com,Manual,2013-02-26,Paris,France
16441,127,AW00016441,Jason   Young,Male,jason45@adventure-works.com,Manual,2013-02-15,Darmstadt,Germany
16442,131,AW00016442,Luke P. Gonzalez,Male,luke40@adventure-works.com,Clerical,2012-06-10,Frankfurt,Germany
16443,239,AW00016443,Dawn C. Gao,Female,dawn17@adventure-works.com,Clerical,2014-01-03,Gloucestershire,United Kingdom
16444,267,AW00016444,Erika   Carlson,Female,erika15@adventure-works.com,Skilled Manual,2012-03-25,Runcorn,United Kingdom
16445,234,AW00016445,Caitlin   Ward,Female,caitlin10@adventure-works.com,Clerical,2012-03-10,Bury,United Kingdom
16446,266,AW00016446,Kristine   Munoz,Female,kristine8@adventure-works.com,Clerical,2012-03-09,Reading,United Kingdom
16447,267,AW00016447,Kate   Becker,Female,kate17@adventure-works.com,Skilled Manual,2012-03-29,Runcorn,United Kingdom
16448,168,AW00016448,Cheryl C. Martin,Female,cheryl2@adventure-works.com,Skilled Manual,2012-06-11,Kiel,Germany
16449,233,AW00016449,Casey   Browning,Male,casey39@adventure-works.com,Clerical,2013-03-25,Bracknell,United Kingdom
16450,187,AW00016450,Rebekah P. Gutierrez,Female,rebekah31@adventure-works.com,Clerical,2013-10-12,Lille,France
16451,149,AW00016451,Karl L. Stone,Male,karl0@adventure-works.com,Clerical,2012-05-30,Mühlheim,Germany
16452,232,AW00016452,Cassie   Luo,Female,cassie4@adventure-works.com,Clerical,2012-03-04,Birmingham,United Kingdom
16453,271,AW00016453,Mayra   Chandra,Female,mayra1@adventure-works.com,Clerical,2013-04-10,Warrington,United Kingdom
16454,274,AW00016454,Marco   Suri,Male,marco0@adventure-works.com,Clerical,2013-02-12,West Sussex,United Kingdom
16455,208,AW00016455,Deb A. Moreno,Female,deb3@adventure-works.com,Manual,2013-03-27,Saint Germain en Laye,France
16456,147,AW00016456,Larry   Navarro,Male,larry12@adventure-works.com,Manual,2013-09-06,Hamburg,Germany
16457,156,AW00016457,Kathleen   Martin,Female,kathleen2@adventure-works.com,Manual,2013-08-13,Braunschweig,Germany
16458,132,AW00016458,Michele   Ruiz,Female,michele37@adventure-works.com,Clerical,2013-03-27,Hamburg,Germany
16459,236,AW00016459,Carolyn M. Kapoor,Female,carolyn2@adventure-works.com,Clerical,2013-02-14,Cheltenham,United Kingdom
16460,277,AW00016460,Jodi   Xu,Female,jodi5@adventure-works.com,Clerical,2013-06-15,York,United Kingdom
16461,279,AW00016461,Rosa   Wu,Female,rosa7@adventure-works.com,Clerical,2012-03-01,York,United Kingdom
16462,147,AW00016462,Marissa   Gonzales,Female,marissa14@adventure-works.com,Manual,2014-01-10,Hamburg,Germany
16463,155,AW00016463,Anna L. Murphy,Female,anna10@adventure-works.com,Manual,2013-06-11,Bottrop,Germany
16464,260,AW00016464,Alan V. Liu,Male,alan8@adventure-works.com,Manual,2013-05-01,Milton Keynes,United Kingdom
16465,231,AW00016465,Kara   Goel,Female,kara17@adventure-works.com,Manual,2012-03-23,Billericay,United Kingdom
16466,127,AW00016466,Alisha I. Kumar,Female,alisha32@adventure-works.com,Manual,2012-06-27,Darmstadt,Germany
16467,242,AW00016467,Ronald E. Srini,Male,ronald10@adventure-works.com,Manual,2013-10-14,Lancaster,United Kingdom
16468,198,AW00016468,Orlando A. Dominguez,Male,orlando12@adventure-works.com,Clerical,2013-09-08,Paris,France
16469,188,AW00016469,Michele   Tang,Female,michele4@adventure-works.com,Clerical,2013-04-16,Roncq,France
16470,269,AW00016470,Wesley   Guo,Male,wesley17@adventure-works.com,Skilled Manual,2012-03-07,Stoke-on-Trent,United Kingdom
16471,207,AW00016471,Vanessa   Hayes,Female,vanessa23@adventure-works.com,Manual,2013-12-03,Chatou,France
16472,196,AW00016472,Olivia A. Robinson,Female,olivia17@adventure-works.com,Manual,2013-11-01,Paris,France
16473,138,AW00016473,Dawn   Andersen,Female,dawn37@adventure-works.com,Manual,2013-10-05,Berlin,Germany
16474,133,AW00016474,Jay   Serrano,Male,jay46@adventure-works.com,Manual,2013-03-28,Kassel,Germany
16475,144,AW00016475,Kurt L. Anand,Male,kurt21@adventure-works.com,Manual,2012-06-01,Essen,Germany
16476,200,AW00016476,Shawn J. Xie,Male,shawn5@adventure-works.com,Clerical,2012-12-04,Paris,France
16477,611,AW00016477,Anna E. Gonzales,Female,anna42@adventure-works.com,Clerical,2013-02-15,Bremerton,United States
16478,348,AW00016478,Adrian L. Gray,Male,adrian8@adventure-works.com,Skilled Manual,2013-10-12,Oakland,United States
16479,65,AW00016479,Victoria H. Brooks,Female,victoria46@adventure-works.com,Skilled Manual,2013-05-26,Shawnee,Canada
16480,23,AW00016480,Alan   Zhou,Male,alan12@adventure-works.com,Clerical,2013-06-28,Gold Coast,Australia
16481,35,AW00016481,Madison J. Bryant,Female,madison30@adventure-works.com,Clerical,2013-09-30,Melbourne,Australia
16482,32,AW00016482,Tabitha E. Arthur,Female,tabitha5@adventure-works.com,Clerical,2011-01-11,Bendigo,Australia
16483,35,AW00016483,Warren S. Jai,Male,warren42@adventure-works.com,Management,2011-01-02,Melbourne,Australia
16484,16,AW00016484,Dustin A. Lal,Male,dustin8@adventure-works.com,Clerical,2011-01-19,Springwood,Australia
16485,301,AW00016485,Ian A. Foster,Male,ian56@adventure-works.com,Clerical,2013-10-12,Burbank,United States
16486,12,AW00016486,Rachael R. Madan,Female,rachael7@adventure-works.com,Skilled Manual,2013-03-01,North Sydney,Australia
16487,36,AW00016487,Brianna K. Griffin,Female,brianna66@adventure-works.com,Skilled Manual,2013-06-08,Melton,Australia
16488,31,AW00016488,Joel C. Rodriguez,Male,joel18@adventure-works.com,Skilled Manual,2013-03-19,Hobart,Australia
16489,5,AW00016489,Frederick J. Garcia,Male,frederick13@adventure-works.com,Skilled Manual,2013-03-16,Lane Cove,Australia
16490,361,AW00016490,Megan G. Robinson,Female,megan21@adventure-works.com,Skilled Manual,2013-05-19,San Gabriel,United States
16491,51,AW00016491,Christian J. Garcia,Male,christian52@adventure-works.com,Skilled Manual,2013-01-29,Langford,Canada
16492,19,AW00016492,Theodore M. Sanz,Male,theodore21@adventure-works.com,Clerical,2013-10-30,Wollongong,Australia
16493,37,AW00016493,Brenda L. Fernandez,Female,brenda19@adventure-works.com,Skilled Manual,2011-01-13,Seaford,Australia
16494,40,AW00016494,Jordyn   Simmons,Female,jordyn15@adventure-works.com,Skilled Manual,2011-01-24,Warrnambool,Australia
16495,40,AW00016495,Monique   Ramos,Female,monique14@adventure-works.com,Skilled Manual,2011-01-18,Warrnambool,Australia
16496,3,AW00016496,Dawn R. Tang,Female,dawn28@adventure-works.com,Skilled Manual,2011-01-24,Darlinghurst,Australia
16497,66,AW00016497,Julia P. Peterson,Female,julia59@adventure-works.com,Skilled Manual,2013-05-31,Sooke,Canada
16498,618,AW00016498,Hunter   Jones,Male,hunter62@adventure-works.com,Skilled Manual,2013-09-07,Issaquah,United States
16499,626,AW00016499,Danielle   Kelly,Female,danielle5@adventure-works.com,Skilled Manual,2013-12-23,Lynnwood,United States
16500,635,AW00016500,Chloe   Perry,Female,chloe74@adventure-works.com,Skilled Manual,2013-04-20,Renton,United States
16501,637,AW00016501,Vanessa V. Wood,Female,vanessa2@adventure-works.com,Skilled Manual,2013-09-02,Seattle,United States
16502,553,AW00016502,Jackson M. Parker,Male,jackson29@adventure-works.com,Skilled Manual,2014-01-12,Woodburn,United States
16503,339,AW00016503,Christian   Anderson,Male,christian45@adventure-works.com,Skilled Manual,2013-05-17,Mill Valley,United States
16504,359,AW00016504,Justin   Russell,Male,justin17@adventure-works.com,Skilled Manual,2013-04-05,San Diego,United States
16505,322,AW00016505,Erin   Gray,Female,erin10@adventure-works.com,Skilled Manual,2013-12-11,Fremont,United States
16506,53,AW00016506,Catherine L. Murphy,Female,catherine13@adventure-works.com,Skilled Manual,2013-04-06,Metchosin,Canada
16507,183,AW00016507,Tracy B. Nath,Female,tracy17@adventure-works.com,Clerical,2013-07-14,Orleans,France
16508,222,AW00016508,Brent   Zhu,Male,brent13@adventure-works.com,Clerical,2013-08-23,Pantin,France
16509,246,AW00016509,Veronica   Sai,Female,veronica6@adventure-works.com,Clerical,2012-03-25,London,United Kingdom
16510,203,AW00016510,Brad G. Nara,Male,brad17@adventure-works.com,Manual,2013-04-08,Paris,France
16511,235,AW00016511,Joe G. Raman,Male,joe15@adventure-works.com,Clerical,2013-02-02,Cambridge,United Kingdom
16512,279,AW00016512,Ricardo   Sharma,Male,ricardo9@adventure-works.com,Clerical,2012-03-29,York,United Kingdom
16513,205,AW00016513,Ronnie   Wagner,Male,ronnie1@adventure-works.com,Manual,2012-11-28,Lieusaint,France
16514,7,AW00016514,Manuel A. Fernandez,Male,manuel14@adventure-works.com,Manual,2011-01-10,Malabar,Australia
16515,31,AW00016515,Troy   Sai,Male,troy6@adventure-works.com,Manual,2011-01-17,Hobart,Australia
16516,27,AW00016516,Melvin   She,Male,melvin0@adventure-works.com,Clerical,2011-01-18,Townsville,Australia
16517,19,AW00016517,Katrina M. Raji,Female,katrina20@adventure-works.com,Manual,2010-12-31,Wollongong,Australia
16518,33,AW00016518,Krystal   Holt,Female,krystal6@adventure-works.com,Manual,2011-01-15,Cranbourne,Australia
16519,25,AW00016519,Yolanda   Chander,Female,yolanda14@adventure-works.com,Manual,2011-01-24,Hervey Bay,Australia
16520,32,AW00016520,Misty   Raji,Female,misty23@adventure-works.com,Manual,2011-01-04,Bendigo,Australia
16521,24,AW00016521,Tonya L. She,Female,tonya0@adventure-works.com,Manual,2011-01-20,Hawthorne,Australia
16522,21,AW00016522,Casey   Pal,Female,casey13@adventure-works.com,Manual,2011-01-07,Caloundra,Australia
16523,25,AW00016523,Sandra C. Huang,Female,sandra12@adventure-works.com,Clerical,2011-01-22,Hervey Bay,Australia
16524,24,AW00016524,Damien   Huang,Male,damien4@adventure-works.com,Clerical,2011-01-16,Hawthorne,Australia
16525,4,AW00016525,Martha   Liang,Female,martha16@adventure-works.com,Clerical,2011-01-14,Goulburn,Australia
16526,39,AW00016526,Arthur L. Perez,Male,arthur22@adventure-works.com,Clerical,2011-01-16,Sunbury,Australia
16527,9,AW00016527,Cory O. Arun,Male,cory5@adventure-works.com,Clerical,2011-01-08,Milsons Point,Australia
16528,36,AW00016528,Dominique   Garcia,Female,dominique12@adventure-works.com,Clerical,2011-01-24,Melton,Australia
16529,4,AW00016529,Jonathon R. Gutierrez,Male,jonathon8@adventure-works.com,Clerical,2011-01-02,Goulburn,Australia
16530,249,AW00016530,Priscilla   Chander,Female,priscilla14@adventure-works.com,Clerical,2012-04-02,London,United Kingdom
16531,251,AW00016531,Lacey C. Gao,Female,lacey27@adventure-works.com,Clerical,2012-04-26,London,United Kingdom
16532,226,AW00016532,Tommy   Sharma,Male,tommy6@adventure-works.com,Manual,2012-12-22,Cergy,France
16533,221,AW00016533,Kristen   Cai,Female,kristen18@adventure-works.com,Manual,2012-12-12,Drancy,France
16534,134,AW00016534,Claudia   Holt,Female,claudia18@adventure-works.com,Clerical,2012-06-25,München,Germany
16535,201,AW00016535,Colin F. Chen,Male,colin2@adventure-works.com,Manual,2013-06-03,Paris,France
16536,223,AW00016536,Meghan A. Jimenez,Female,meghan5@adventure-works.com,Manual,2013-05-31,Saint-Denis,France
16537,174,AW00016537,Arthur   Dominguez,Male,arthur37@adventure-works.com,Manual,2013-05-26,Saarbrücken,Germany
16538,146,AW00016538,Stacey   Liang,Female,stacey18@adventure-works.com,Manual,2012-06-30,Frankfurt am Main,Germany
16539,120,AW00016539,Christy   Li,Female,christy3@adventure-works.com,Manual,2013-02-06,Hof,Germany
16540,135,AW00016540,Theodore L. Browning,Male,theodore16@adventure-works.com,Manual,2012-07-12,Salzgitter,Germany
16541,231,AW00016541,Micah A. Hu,Male,micah8@adventure-works.com,Manual,2012-04-20,Billericay,United Kingdom
16542,239,AW00016542,Jésus L. Ortega,Male,jésus21@adventure-works.com,Manual,2013-07-09,Gloucestershire,United Kingdom
16543,257,AW00016543,Jenny   McDonald,Female,jenny17@adventure-works.com,Manual,2013-07-17,London,United Kingdom
16544,208,AW00016544,Eduardo M. Morgan,Male,eduardo80@adventure-works.com,Manual,2013-08-01,Saint Germain en Laye,France
16545,201,AW00016545,Alicia   Pal,Female,alicia10@adventure-works.com,Manual,2013-10-12,Paris,France
16546,246,AW00016546,Terrance B. Jordan,Male,terrance1@adventure-works.com,Manual,2012-04-08,London,United Kingdom
16547,217,AW00016547,Jake L. Yang,Male,jake5@adventure-works.com,Manual,2012-12-12,Paris La Defense,France
16548,188,AW00016548,Darren   Rubio,Male,darren44@adventure-works.com,Clerical,2012-12-16,Roncq,France
16549,123,AW00016549,Linda A. Moreno,Female,linda21@adventure-works.com,Clerical,2012-07-29,Berlin,Germany
16550,274,AW00016550,Frederick   Madan,Male,frederick6@adventure-works.com,Clerical,2012-04-02,West Sussex,United Kingdom
16551,189,AW00016551,Christy M. Shan,Female,christy27@adventure-works.com,Clerical,2012-12-21,Roubaix,France
16552,158,AW00016552,Joe S. Sanchez,Male,joe22@adventure-works.com,Clerical,2012-07-01,Leipzig,Germany
16553,237,AW00016553,Gabriella J. Roberts,Female,gabriella26@adventure-works.com,Clerical,2012-04-19,Esher-Molesey,United Kingdom
16554,272,AW00016554,Casey C. Chander,Female,casey17@adventure-works.com,Clerical,2012-04-29,Warrington,United Kingdom
16555,211,AW00016555,Mathew   Vazquez,Male,mathew10@adventure-works.com,Manual,2013-09-19,Les Ulis,France
16556,162,AW00016556,Angelica   Butler,Female,angelica14@adventure-works.com,Manual,2013-06-21,Werne,Germany
16557,197,AW00016557,Derek   Chander,Male,derek14@adventure-works.com,Manual,2013-03-26,Paris,France
16558,177,AW00016558,Preston   Sara,Male,preston9@adventure-works.com,Manual,2013-03-24,Stuttgart,Germany
16559,226,AW00016559,Candace G. Martinez,Female,candace16@adventure-works.com,Manual,2012-12-24,Cergy,France
16560,223,AW00016560,Kelvin E. Sun,Male,kelvin31@adventure-works.com,Clerical,2012-12-16,Saint-Denis,France
16561,243,AW00016561,Kurt   Yuan,Male,kurt6@adventure-works.com,Clerical,2012-04-26,Leeds,United Kingdom
16562,262,AW00016562,Colleen L. Zhang,Female,colleen0@adventure-works.com,Clerical,2012-04-22,Oxford,United Kingdom
16563,261,AW00016563,Mackenzie   Baker,Female,mackenzie37@adventure-works.com,Clerical,2013-02-11,Newcastle upon Tyne,United Kingdom
16564,233,AW00016564,Susan L. Wu,Female,susan16@adventure-works.com,Manual,2013-05-21,Bracknell,United Kingdom
16565,127,AW00016565,Corey E. Anand,Male,corey19@adventure-works.com,Clerical,2012-07-23,Darmstadt,Germany
16566,206,AW00016566,Ashlee C. Shen,Female,ashlee9@adventure-works.com,Clerical,2012-12-24,Roissy en Brie,France
16567,175,AW00016567,Erick A. Lopez,Male,erick16@adventure-works.com,Skilled Manual,2012-07-06,Saarlouis,Germany
16568,133,AW00016568,Caroline   Coleman,Female,caroline8@adventure-works.com,Clerical,2013-02-11,Kassel,Germany
16569,215,AW00016569,Colleen H. Li,Female,colleen3@adventure-works.com,Manual,2012-12-13,Colombes,France
16570,209,AW00016570,Julie G. She,Female,julie4@adventure-works.com,Manual,2012-12-08,Versailles,France
16571,261,AW00016571,Audrey   Torres,Female,audrey13@adventure-works.com,Manual,2013-06-09,Newcastle upon Tyne,United Kingdom
16572,138,AW00016572,Jon D. Xu,Male,jon45@adventure-works.com,Manual,2012-07-27,Berlin,Germany
16573,244,AW00016573,Ruben   Dominguez,Male,ruben36@adventure-works.com,Manual,2012-04-21,London,United Kingdom
16574,233,AW00016574,Joe E. Gomez,Male,joe25@adventure-works.com,Manual,2013-03-05,Bracknell,United Kingdom
16575,259,AW00016575,Veronica G. Vance,Female,veronica4@adventure-works.com,Management,2012-04-10,Milton Keynes,United Kingdom
16576,184,AW00016576,Corey D. Beck,Male,corey17@adventure-works.com,Professional,2014-01-06,Metz,France
16577,217,AW00016577,Leah E. Chen,Female,leah1@adventure-works.com,Professional,2013-08-02,Paris La Defense,France
16578,127,AW00016578,Stefanie   Weber,Female,stefanie3@adventure-works.com,Management,2013-11-05,Darmstadt,Germany
16579,236,AW00016579,Zachary L. Davis,Male,zachary34@adventure-works.com,Professional,2013-07-10,Cheltenham,United Kingdom
16580,184,AW00016580,Dawn C. Chen,Female,dawn3@adventure-works.com,Professional,2012-12-16,Metz,France
16581,222,AW00016581,Kenneth   Becker,Male,kenneth17@adventure-works.com,Professional,2013-10-25,Pantin,France
16582,163,AW00016582,Frank M. Torres,Male,frank19@adventure-works.com,Professional,2013-02-22,Berlin,Germany
16583,131,AW00016583,Justin A. Martinez,Male,justin45@adventure-works.com,Professional,2014-01-08,Frankfurt,Germany
16584,273,AW00016584,Devin   Gray,Male,devin73@adventure-works.com,Professional,2013-02-07,Watford,United Kingdom
16585,274,AW00016585,Vincent F. Sun,Male,vincent12@adventure-works.com,Professional,2012-04-07,West Sussex,United Kingdom
16586,209,AW00016586,Leonard   Chander,Male,leonard17@adventure-works.com,Professional,2013-07-25,Versailles,France
16587,161,AW00016587,Zachary   Martinez,Male,zachary48@adventure-works.com,Management,2012-07-14,Solingen,Germany
16588,252,AW00016588,Andre   Martinez,Male,andre17@adventure-works.com,Professional,2012-04-30,London,United Kingdom
16589,258,AW00016589,Martin   Suri,Male,martin6@adventure-works.com,Professional,2012-05-28,Maidenhead,United Kingdom
16590,263,AW00016590,Shawn C. Deng,Male,shawn3@adventure-works.com,Management,2013-05-31,Oxford,United Kingdom
16591,266,AW00016591,Clarence   He,Male,clarence11@adventure-works.com,Management,2013-06-23,Reading,United Kingdom
16592,208,AW00016592,Jacquelyn R. Gomez,Female,jacquelyn1@adventure-works.com,Professional,2013-03-14,Saint Germain en Laye,France
16593,232,AW00016593,Suzanne   He,Female,suzanne20@adventure-works.com,Professional,2013-02-15,Birmingham,United Kingdom
16594,265,AW00016594,Andrew C. Jones,Male,andrew12@adventure-works.com,Management,2012-05-21,Peterborough,United Kingdom
16595,267,AW00016595,Cameron L. Anderson,Male,cameron50@adventure-works.com,Management,2012-05-18,Runcorn,United Kingdom
16596,208,AW00016596,Gabrielle B. Carter,Female,gabrielle53@adventure-works.com,Skilled Manual,2012-12-09,Saint Germain en Laye,France
16597,135,AW00016597,Kelli L. Xu,Female,kelli13@adventure-works.com,Professional,2013-03-02,Salzgitter,Germany
16598,234,AW00016598,Kate   Rai,Female,kate14@adventure-works.com,Professional,2012-05-23,Bury,United Kingdom
16599,257,AW00016599,Ramón S. Cai,Male,ramón19@adventure-works.com,Management,2013-06-18,London,United Kingdom
16600,218,AW00016600,Janet V. Suarez,Female,janet25@adventure-works.com,Management,2013-05-16,Sèvres,France
16601,262,AW00016601,Tabitha Y. Rana,Female,tabitha9@adventure-works.com,Management,2013-05-12,Oxford,United Kingdom
16602,267,AW00016602,Jill A. Travers,Female,jill19@adventure-works.com,Management,2013-08-22,Runcorn,United Kingdom
16603,150,AW00016603,Scott   Seely,Female,scott11@adventure-works.com,Professional,2012-07-08,München,Germany
16604,178,AW00016604,Roy M. Serrano,Male,roy36@adventure-works.com,Management,2013-10-25,Sulzbach Taunus,Germany
16605,13,AW00016605,Toni   Randall,Female,toni11@adventure-works.com,Professional,2013-03-11,Port Macquarie,Australia
16606,8,AW00016606,Ricky F. Blanco,Male,ricky16@adventure-works.com,Professional,2013-08-07,Matraville,Australia
16607,20,AW00016607,Logan   Gonzales,Male,logan18@adventure-works.com,Professional,2011-01-05,Brisbane,Australia
16608,20,AW00016608,Ricky C. Martin,Male,ricky0@adventure-works.com,Professional,2013-02-08,Brisbane,Australia
16609,31,AW00016609,Gary E. Jimenez,Male,gary16@adventure-works.com,Professional,2013-01-30,Hobart,Australia
16610,2,AW00016610,Sydney   Clark,Female,sydney81@adventure-works.com,Professional,2013-03-12,Coffs Harbour,Australia
16611,13,AW00016611,Dylan E. Rodriguez,Male,dylan50@adventure-works.com,Professional,2013-02-17,Port Macquarie,Australia
16612,8,AW00016612,Ebony E. Ashe,Female,ebony31@adventure-works.com,Professional,2011-01-14,Matraville,Australia
16613,21,AW00016613,Cassie S. Sutton,Female,cassie2@adventure-works.com,Professional,2013-03-21,Caloundra,Australia
16614,16,AW00016614,Alison A. Shen,Female,alison1@adventure-works.com,Professional,2013-08-26,Springwood,Australia
16615,30,AW00016615,Kaitlin L. Patel,Female,kaitlin3@adventure-works.com,Professional,2013-04-08,Perth,Australia
16616,30,AW00016616,Kelvin L. Liang,Male,kelvin35@adventure-works.com,Professional,2011-01-10,Perth,Australia
16617,40,AW00016617,Alvin M. Xie,Male,alvin25@adventure-works.com,Management,2013-02-03,Warrnambool,Australia
16618,29,AW00016618,Cassandra M. Subram,Female,cassandra14@adventure-works.com,Management,2013-08-21,Findon,Australia
16619,11,AW00016619,Whitney   Perez,Female,whitney20@adventure-works.com,Professional,2013-03-09,North Ryde,Australia
16620,18,AW00016620,Cameron M. Thompson,Male,cameron33@adventure-works.com,Professional,2011-01-18,Sydney,Australia
16621,32,AW00016621,Birgit   Seidel,Female,birgit0@adventure-works.com,Management,2013-08-31,Bendigo,Australia
16622,10,AW00016622,Byron   Navarro,Male,byron6@adventure-works.com,Management,2013-08-13,Newcastle,Australia
16623,13,AW00016623,Andres L. Lal,Male,andres5@adventure-works.com,Professional,2011-01-19,Port Macquarie,Australia
16624,30,AW00016624,Albert R. Alvarez,Male,albert7@adventure-works.com,Professional,2010-12-30,Perth,Australia
16625,25,AW00016625,Grant C. Deng,Male,grant3@adventure-works.com,Management,2013-04-21,Hervey Bay,Australia
16626,27,AW00016626,Nathaniel E. Morgan,Male,nathaniel14@adventure-works.com,Management,2013-02-28,Townsville,Australia
16627,29,AW00016627,Claudia R. Chen,Female,claudia1@adventure-works.com,Professional,2013-02-15,Findon,Australia
16628,5,AW00016628,Francisco   Prasad,Male,francisco10@adventure-works.com,Professional,2013-09-10,Lane Cove,Australia
16629,8,AW00016629,Rosa G. Zheng,Female,rosa19@adventure-works.com,Management,2011-01-06,Matraville,Australia
16630,39,AW00016630,Jaime L. Sutton,Male,jaime28@adventure-works.com,Management,2011-01-28,Sunbury,Australia
16631,26,AW00016631,Haley J. Ward,Female,haley13@adventure-works.com,Professional,2011-01-09,Rockhampton,Australia
16632,3,AW00016632,Ruben   Romero,Male,ruben32@adventure-works.com,Management,2013-07-25,Darlinghurst,Australia
16633,37,AW00016633,Kelli E. Becker,Female,kelli43@adventure-works.com,Management,2013-07-20,Seaford,Australia
16634,32,AW00016634,Jenny A. Hu,Female,jenny22@adventure-works.com,Professional,2013-09-02,Bendigo,Australia
16635,2,AW00016635,Erick   Suri,Male,erick0@adventure-works.com,Professional,2013-04-18,Coffs Harbour,Australia
16636,38,AW00016636,Danny V. Gomez,Male,danny1@adventure-works.com,Management,2011-01-20,South Melbourne,Australia
16637,13,AW00016637,Evan   King,Male,evan44@adventure-works.com,Management,2011-02-25,Port Macquarie,Australia
16638,16,AW00016638,Dennis M. Ye,Male,dennis11@adventure-works.com,Professional,2011-02-12,Springwood,Australia
16639,36,AW00016639,Renee E. Romero,Female,renee8@adventure-works.com,Professional,2011-02-04,Melton,Australia
16640,3,AW00016640,Colin M. Lal,Male,colin32@adventure-works.com,Management,2013-04-18,Darlinghurst,Australia
16641,331,AW00016641,Julia I. Bailey,Female,julia52@adventure-works.com,Management,2013-10-26,La Jolla,United States
16642,648,AW00016642,Mason L. Mitchell,Male,mason32@adventure-works.com,Management,2013-11-26,Yakima,United States
16643,60,AW00016643,Fernando   Wilson,Male,fernando7@adventure-works.com,Management,2013-04-06,Port Hammond,Canada
16644,301,AW00016644,Leonard C. Goel,Male,leonard21@adventure-works.com,Management,2013-07-27,Burbank,United States
16645,307,AW00016645,Chelsea   Subram,Female,chelsea14@adventure-works.com,Management,2013-10-10,Chula Vista,United States
16646,59,AW00016646,Xavier C. Collins,Male,xavier42@adventure-works.com,Management,2013-11-02,Oak Bay,Canada
